,polarity_oplexicon,polarity_sentilex,subject,journal,sent_none,sent_neg,sent_pos,sent_neut,opl_none,opl_neg,opl_pos,opl_neut,fileid
1111,-13,7,reforma-previdencia,oglobo,652,17,24,5,519,55,42,82,oglobo.globo.com___economia_relatorio-da-reforma-da-previdencia-aprovado-na-ccj-com-48-votos-favor-18-contra-23617667.txt
1112,12,1,reforma-trabalhista,oglobo,214,2,3,1,169,7,19,25,oglobo.globo.com___economia_relatorio-da-reforma-trabalhista-preve-mudancas-em-seis-itens-21383877.txt
1113,12,6,reforma-trabalhista,oglobo,277,3,9,1,210,16,28,36,oglobo.globo.com___economia_relatorio-da-reforma-trabalhista-revoga-18-itens-da-clt-altera-90-21194463.txt
1114,11,3,reforma-previdencia,oglobo,381,3,6,5,282,16,27,70,oglobo.globo.com___economia_responsabilidade-daqui-para-frente-do-governo-diz-maia-sobre-reforma-da-previdencia-23543257.txt
1115,2,0,reforma-trabalhista,oglobo,83,0,0,0,63,4,6,10,oglobo.globo.com___economia_ricardo-ferraco-sera-relator-da-reforma-trabalhista-em-comissao-no-senado-21288037.txt
1116,3,10,reforma-trabalhista,oglobo,185,2,12,0,154,8,11,26,oglobo.globo.com___economia_romero-juca-assume-relatoria-da-reforma-trabalhista-na-ccj-21295942.txt
1117,17,9,reforma-trabalhista,oglobo,538,6,15,5,436,24,41,63,oglobo.globo.com___economia_saiba-como-fica-agora-reforma-trabalhista-21498919.txt
1118,-1,8,reforma-previdencia,oglobo,426,2,10,2,339,22,21,58,oglobo.globo.com___economia_senado-aprova-pec-paralela-mas-cria-regra-de-transicao-para-calculo-da-aposentadoria-24089133.txt
1119,13,1,reforma-trabalhista,oglobo,853,13,14,2,679,41,54,108,oglobo.globo.com___economia_senadores-fazem-acordo-adiam-votacao-da-reforma-trabalhista-para-proxima-terca-21411946.txt
1120,11,-2,reforma-trabalhista,oglobo,176,4,2,1,138,4,15,26,oglobo.globo.com___economia_sindicalistas-apelam-temer-para-mudancas-na-reforma-trabalhista-21472456.txt
1121,-1,3,reforma-trabalhista,oglobo,109,1,4,1,91,5,4,15,oglobo.globo.com___economia_stf-nega-pedido-para-suspender-votacao-de-reforma-trabalhista-21262387.txt
1122,10,2,reforma-trabalhista,oglobo,262,1,3,1,213,8,18,28,oglobo.globo.com___economia_veja-os-pontos-da-reforma-trabalhista-que-governo-deve-alterar-21587974.txt
1123,13,-1,reforma-trabalhista,oglobo,207,9,8,4,161,11,24,32,oglobo.globo.com___opiniao_aprovar-reforma-trabalhista-essencial-21435146.txt
1124,-14,-14,afastamento-aecio,oglobo,191,17,3,3,151,27,13,23,oglobo.globo.com___opiniao_cupula-do-psdb-opta-pela-velha-politica-21474713.txt
1125,-7,-12,prisao-lula,oglobo,525,26,14,4,429,34,27,79,oglobo.globo.com___opiniao_prisao-de-lula-reforca-estado-de-direito-22562673.txt
1126,-2,-4,reforma-trabalhista,oglobo,260,9,5,4,211,18,16,33,oglobo.globo.com___opiniao_reforma-trabalhista-incentiva-emprego-formal-21589032.txt
1127,12,8,reforma-trabalhista,estadao,280,6,14,2,242,12,24,24,"opiniao.estadao.com.br___noticias_geral,a-reforma-trabalhista,70002034201.txt"
1128,20,-5,reforma-trabalhista,estadao,298,9,4,4,213,17,37,48,"opiniao.estadao.com.br___noticias_geral,sindicalismo-preguicoso,70002074379.txt"
1129,29,9,reforma-trabalhista,estadao,646,13,22,5,502,28,57,99,politica.estadao.com.br___blogs_blog-do-fucs_carlos-langoni_.txt
1130,-2,-8,afastamento-aecio,estadao,330,9,1,3,277,21,19,26,politica.estadao.com.br___blogs_coluna-do-estadao_aecio-recebe-aplausos-em-reuniao-dos-tucanos_.txt
1131,2,-4,soltura-lula,estadao,302,10,6,1,239,19,21,40,politica.estadao.com.br___blogs_coluna-do-estadao_alto-comando-militar-frustrado-com-ministra-rosa-weber_.txt
1132,12,7,impeachment-dilma,estadao,544,26,33,6,436,32,44,97,politica.estadao.com.br___blogs_coluna-do-estadao_apos-aprovacao-do-impeachment-dilma-se-pronuncia-e-diz-que-ira-recorrer_.txt
1133,7,-8,prisao-lula,estadao,275,14,6,0,245,12,19,19,politica.estadao.com.br___blogs_coluna-do-estadao_gilmar-mendes-nega-pedido-de-lula-para-ser-solto-e-forma-maioria_.txt
1134,3,0,reforma-trabalhista,estadao,71,2,2,1,58,4,7,7,politica.estadao.com.br___blogs_coluna-do-estadao_governo-vai-apoiar-fim-do-imposto-sindical_.txt
1135,-2,0,reforma-trabalhista,estadao,55,2,2,1,47,4,2,7,politica.estadao.com.br___blogs_coluna-do-estadao_meirelles-questiona-maia-sobre-possibilidade-de-aprovar-reforma-da-previdencia_.txt
1136,-1,-2,reforma-trabalhista,estadao,85,2,0,0,72,3,2,10,politica.estadao.com.br___blogs_coluna-do-estadao_por-reforma-governo-suspendeu-audiencias_.txt
1137,2,0,afastamento-aecio,estadao,65,2,2,0,54,3,5,7,politica.estadao.com.br___blogs_coluna-do-estadao_stf-determinou-afastamento-de-aecio-neves-e-rocha-loures-dos-mandatos_.txt
1138,12,-3,prisao-lula,estadao,313,8,5,4,257,11,23,39,politica.estadao.com.br___blogs_coluna-do-estadao_supremo-pode-conceder-prisao-domiciliar-para-lula_.txt
1139,-6,-8,impeachment-dilma,estadao,264,16,8,3,214,17,11,49,politica.estadao.com.br___blogs_fausto-macedo_a-historia-me-reservou-este-momento-diz-collor-pelo-impeachment-de-dilma_.txt
1140,16,-3,prisao-lula,estadao,341,18,15,6,251,24,40,65,politica.estadao.com.br___blogs_fausto-macedo_a-prisao-de-lula-vai-mudar-o-brasil_.txt
1141,-12,-7,prisao-lula,estadao,387,13,6,1,341,21,9,36,politica.estadao.com.br___blogs_fausto-macedo_abaixo-assinado-por-prisao-em-2-o-grau-busca-sensibilizar-ministros-a-48-horas-do-dia-d-de-lula_.txt
1142,-12,-7,prisao-lula,estadao,140,9,2,0,125,14,2,10,politica.estadao.com.br___blogs_fausto-macedo_acusados-de-tentativa-de-homicidio-em-frente-ao-instituto-lula-se-entregam-a-policia_.txt
1143,1,-2,afastamento-aecio,estadao,126,3,1,0,100,6,7,17,politica.estadao.com.br___blogs_fausto-macedo_advogado-do-escritorio-que-defende-aecio-na-lava-jato-foi-raptado-com-um-dia-de-vida_.txt
1144,8,1,impeachment-dilma,estadao,208,0,1,0,169,5,13,22,politica.estadao.com.br___blogs_fausto-macedo_ao-vivo-camara-decide-se-abre-processo-de-impeachment-de-dilma_.txt
1145,-4,8,prisao-lula,estadao,306,9,17,0,264,25,21,22,politica.estadao.com.br___blogs_fausto-macedo_defesa-de-lula-entrou-com-78-recursos-no-caso-triplex_.txt
1146,-4,-1,prisao-lula,estadao,300,12,11,0,247,23,19,34,politica.estadao.com.br___blogs_fausto-macedo_defesa-diz-a-fachin-que-lula-foi-preso-antes-do-fim-de-recursos-a-segunda-instancia_.txt
1147,-4,-2,prisao-lula,estadao,50,3,1,2,46,5,1,4,politica.estadao.com.br___blogs_fausto-macedo_duas-sentencas-depois-lula-ainda-e-reu-em-cinco-acoes-e-alvo-de-tres-denuncias_.txt
1148,10,2,afastamento-aecio,estadao,373,11,13,3,315,17,27,41,politica.estadao.com.br___blogs_fausto-macedo_em-audios-aecio-ja-defendia-troca-de-serraglio-por-ministro-forte-para-mexer-com-pf_.txt
1149,0,-2,prisao-lula,estadao,108,3,1,0,95,8,8,1,politica.estadao.com.br___blogs_fausto-macedo_humberto-martins-nega-pedido-para-lula-dar-entrevista-da-cadeia-da-lava-jato_.txt
1150,-11,-4,afastamento-aecio,estadao,296,8,4,0,251,27,16,14,politica.estadao.com.br___blogs_fausto-macedo_janot-denuncia-aecio_.txt
1151,23,-12,afastamento-aecio,estadao,566,26,14,2,464,29,52,63,politica.estadao.com.br___blogs_fausto-macedo_janot-quer-delegado-da-pf-exclusivo-e-de-sua-confianca-no-inquerito-temer_.txt
1152,0,0,impeachment-dilma,estadao,48,0,0,0,38,2,2,6,politica.estadao.com.br___blogs_fausto-macedo_leia-a-integra-da-carta-de-dilma-a-comissao-do-impeachment_.txt
1153,3,-1,prisao-lula,estadao,202,3,2,1,178,7,10,13,politica.estadao.com.br___blogs_fausto-macedo_lula-deixa-sindicato-para-a-prisao-da-lava-jato_.txt
1154,-5,-5,soltura-lula,estadao,155,10,5,0,141,11,6,12,politica.estadao.com.br___blogs_fausto-macedo_lula-livre-volta-ao-palanque-e-ataca-lado-podre-mentiroso-e-canalha-da-justica-do-ministerio-publico-da-receita-e-da-policia-federal_.txt
1155,-9,-17,prisao-lula,estadao,280,21,4,2,252,24,15,16,politica.estadao.com.br___blogs_fausto-macedo_lula-pode-pegar-ate-118-anos-de-prisao_.txt
1156,-2,-1,soltura-lula,estadao,540,16,15,3,431,45,43,55,politica.estadao.com.br___blogs_fausto-macedo_lula-pode-ser-candidato-vejas-os-cenarios-possiveis-para-que-o-ex-presidente-volte-a-ficar-elegivel_.txt
1157,2,-7,soltura-lula,estadao,411,20,13,6,340,27,29,54,politica.estadao.com.br___blogs_fausto-macedo_lula-solto-nao-livre-radicalizacao-preocupante_.txt
1158,-2,-3,prisao-lula,estadao,92,3,0,0,83,5,3,4,politica.estadao.com.br___blogs_fausto-macedo_na-prisao-de-lula-tem-carne-assada-chuchu-e-macarrao-no-jantar_.txt
1159,60,15,reforma-trabalhista,estadao,984,6,21,2,775,35,95,108,politica.estadao.com.br___blogs_fausto-macedo_nova-lei-trabalhista-dia-11-saiba-quais-sao-as-principais-mudancas_.txt
1160,26,1,soltura-lula,estadao,413,12,13,2,341,18,44,37,politica.estadao.com.br___blogs_fausto-macedo_o-pedido-de-soltura-de-lula_.txt
1161,83,56,impeachment-dilma,estadao,5813,143,199,41,4815,301,384,696,politica.estadao.com.br___blogs_fausto-macedo_o-que-estao-dizendo-os-senadores-sobre-impeachment-de-dilma_.txt
1162,-10,-2,afastamento-aecio,estadao,121,3,1,1,98,15,5,8,politica.estadao.com.br___blogs_fausto-macedo_o-relatorio-da-apreensao-de-arma-em-fazenda-de-aecio_.txt
1163,16,-7,afastamento-aecio,estadao,934,22,15,3,769,49,65,91,politica.estadao.com.br___blogs_fausto-macedo_os-caminhos-da-propina-a-aecio-segundo-delator_.txt
1164,9,8,impeachment-dilma,estadao,268,9,17,3,248,9,18,22,politica.estadao.com.br___blogs_fausto-macedo_para-especialistas-stf-nao-vai-interferir-no-processo-de-impeachment_.txt
1165,7,-7,prisao-lula,estadao,353,18,11,1,291,23,30,39,politica.estadao.com.br___blogs_fausto-macedo_preso-ha-100-dias-lula-mantem-pt-imobilizado_.txt
1166,12,8,prisao-lula,estadao,217,4,12,2,186,11,23,15,politica.estadao.com.br___blogs_fausto-macedo_preso-lula-diz-em-carta-que-pt-pode-ficar-a-vontade-sobre-candidatura_.txt
1167,-3,-12,prisao-lula,estadao,417,16,4,1,362,24,21,31,politica.estadao.com.br___blogs_fausto-macedo_preso-na-lava-jato-lula-ainda-enfrenta-mais-sete-processos_.txt
1168,-6,2,prisao-lula,estadao,251,11,13,4,233,15,9,22,politica.estadao.com.br___blogs_fausto-macedo_toda-essa-palhacada-com-o-meu-nome-nao-pode-ter-um-fim-se-eu-nao-for-preso_.txt
1169,63,19,reforma-trabalhista,estadao,1048,25,44,2,812,58,121,128,politica.estadao.com.br___blogs_fausto-macedo_trabalhadores-nao-perdem-direitos-com-a-nova-lei-afirmam-especialistas_.txt
1170,-3,0,prisao-lula,estadao,299,11,11,2,252,26,23,22,politica.estadao.com.br___blogs_fausto-macedo_tribunal-publica-acordao-do-julgamento-que-afundou-lula_.txt
1171,25,2,prisao-lula,estadao,742,22,24,6,590,41,66,97,politica.estadao.com.br___blogs_fausto-macedo_visitas-de-amigos-a-lula-estao-proibidas-durante-encarceramento-na-pf-decide-justica_.txt
1172,1,-5,soltura-lula,estadao,142,7,2,0,132,6,7,6,politica.estadao.com.br___blogs_fausto-macedo_ze-dirceu-solto_.txt
1173,11,-7,prisao-lula,estadao,215,15,8,4,187,10,21,24,politica.estadao.com.br___blogs_neumanne_as-portas-da-cadeia_.txt
1174,-9,-6,prisao-lula,estadao,202,10,4,0,164,20,11,21,"politica.estadao.com.br___noticias_eleicoes,ciro-diz-que-lula-so-tem-chance-de-sair-da-cadeia-se-ele-assumir-o-poder,70002413822.txt"
1175,1,-10,prisao-lula,estadao,243,10,0,1,209,10,11,24,"politica.estadao.com.br___noticias_eleicoes,da-prisao-lula-declara-apoio-a-marilia-arraes-ao-governo-de-pernambuco-nas-eleicoes-2018,70002389678.txt"
1176,-4,-18,prisao-lula,estadao,203,20,2,1,183,12,8,23,"politica.estadao.com.br___noticias_geral,a-al-jazeera-gleisi-diz-que-lula-e-preso-politico-e-pede-campanha-por-sua-libertacao,70002273533.txt"
1177,3,4,afastamento-aecio,estadao,367,1,5,2,281,20,23,51,"politica.estadao.com.br___noticias_geral,aecio-usa-foto-com-motoqueiros-para-se-defender-de-grampo-de-conversa-cifrada,70001820795.txt"
1178,12,2,impeachment-dilma,estadao,215,2,4,6,162,8,20,37,"politica.estadao.com.br___noticias_geral,aliados-de-cunha-querem-adiamento-de-votacao,10000073615.txt"
1179,-4,-5,prisao-lula,estadao,262,8,3,2,211,18,14,32,"politica.estadao.com.br___noticias_geral,ao-pt-defesa-de-lula-descarta-prisao-domiciliar,70002368652.txt"
1180,-1,-2,soltura-lula,estadao,162,7,5,1,138,10,9,18,"politica.estadao.com.br___noticias_geral,apoiadores-de-lula-fazem-festa-e-oferecem-cachaca-em-frente-ao-supremo,70003080755.txt"
1181,-5,-3,impeachment-dilma,estadao,259,7,4,2,207,22,17,26,"politica.estadao.com.br___noticias_geral,apos-reuniao-de-liderancas--psdb-reitera-apoio-a-impeachment-de-dilma,10000025607.txt"
1182,0,-4,soltura-lula,estadao,96,5,1,0,78,3,3,18,"politica.estadao.com.br___noticias_geral,apos-soltura-de-lula-fhc-afirma-que-polarizacao-aumenta,70003084002.txt"
1183,10,-3,soltura-lula,estadao,280,7,4,2,238,9,19,27,"politica.estadao.com.br___noticias_geral,apos-soltura-de-lula-polarizacao-politica-preocupa-mercado,70003082260.txt"
1184,-8,-4,prisao-lula,estadao,543,17,13,1,431,38,30,75,"politica.estadao.com.br___noticias_geral,assassinato-de-marielle-e-prisao-de-lula-fazem-parte-do-mesmo-processo-diz-pt,70002229190.txt"
1185,-3,2,soltura-lula,estadao,318,8,10,1,249,20,17,51,"politica.estadao.com.br___noticias_geral,bastidores-estrategia-do-planalto-e-deixar-lula-falando-sozinho,70003093682.txt"
1186,11,1,reforma-previdencia,estadao,362,8,9,4,280,17,28,58,"politica.estadao.com.br___noticias_geral,bolsonaro-e-maia-acertam-acao-pela-previdencia-e-nao-descartam-nomeacoes-politicas,70002749383.txt"
1187,-13,-8,prisao-lula,estadao,299,11,3,2,251,24,11,29,"politica.estadao.com.br___noticias_geral,caravana-de-lula-e-atacada-em-santa-catarina,70002241988.txt"
1188,-11,-13,prisao-lula,estadao,205,17,4,3,176,20,9,24,"politica.estadao.com.br___noticias_geral,ciro-gomes-diz-que-lula-nao-e-preso-politico,70002261717.txt"
1189,1,2,impeachment-dilma,estadao,97,0,2,0,77,6,7,9,"politica.estadao.com.br___noticias_geral,comissao-do-impeachment-comeca-a-ouvir-testemunhas-da-defesa-de-dilma,10000057092.txt"
1190,3,2,impeachment-dilma,estadao,88,0,2,0,75,1,4,10,"politica.estadao.com.br___noticias_geral,comissao-do-impeachment-ouve-primeiras-testemunhas-da-acusacao-nesta-quarta,10000055909.txt"
1191,0,-4,impeachment-dilma,estadao,368,6,2,2,298,19,19,42,"politica.estadao.com.br___noticias_geral,contra-impeachment--dilma-negocia-cargos-com-poder-sobre-r-38-bilhoes,10000025744.txt"
1192,-7,-8,soltura-lula,estadao,287,15,7,4,239,27,20,27,"politica.estadao.com.br___noticias_geral,debate-a-proposta-de-soltar-lula-deveria-ter-sido-aceita-pelo-supremo,70002888294.txt"
1193,-2,-7,soltura-lula,estadao,289,18,11,4,243,22,20,37,"politica.estadao.com.br___noticias_geral,decisao-abre-caminho-para-soltar-lula,70003080656.txt"
1194,-2,2,impeachment-dilma,estadao,191,2,4,1,146,16,14,22,"politica.estadao.com.br___noticias_geral,decisao-de-prosseguimento-do-impeachment-tera-5-votacoes-na-madrugada-desta-quarta,10000068281.txt"
1195,-1,-9,afastamento-aecio,estadao,354,11,2,3,308,18,17,27,"politica.estadao.com.br___noticias_geral,delacao-cita-publicidade-como-propina-a-aecio,70001803754.txt"
1196,24,-3,impeachment-dilma,estadao,210,8,5,0,168,6,30,19,"politica.estadao.com.br___noticias_geral,deputado-vai-ao-stf-para-juntar-pedido-de-impeachment-de-temer-a-processo-contra-dilma,10000025140.txt"
1197,-9,-3,prisao-lula,estadao,127,3,0,1,103,12,3,13,"politica.estadao.com.br___noticias_geral,deputados-petistas-entram-na-camara-com-cartazes-de-lula-livre,70002263089.txt"
1198,-16,-1,soltura-lula,estadao,242,9,8,0,214,24,8,13,"politica.estadao.com.br___noticias_geral,dez-meses-da-prisao-de-lula-relembre-as-tentativas-de-soltar-o-ex-presidente,70002711948.txt"
1199,4,4,impeachment-dilma,estadao,129,1,5,0,103,5,9,18,"politica.estadao.com.br___noticias_geral,dilma-recebeu-collor-por-mais-de-duas-horas-no-alvorada-na-sexta-feira,10000072413.txt"
1200,1,4,impeachment-dilma,estadao,148,2,6,0,122,6,7,21,"politica.estadao.com.br___noticias_geral,dilma-reune-senadores-contrarios-ao-impeachment-para-avaliar-chances-de-reverter-afastamento,10000052058.txt"
1201,-4,5,soltura-lula,estadao,194,4,9,2,163,14,10,22,"politica.estadao.com.br___noticias_geral,em-passagem-por-goiania-bolsonaro-ignora-soltura-de-lula,70003082010.txt"
1202,11,0,prisao-lula,estadao,274,8,8,4,223,17,28,26,"politica.estadao.com.br___noticias_geral,estou-com-a-tranquilidade-dos-inocentes-diz-lula,70002238114.txt"
1203,5,8,prisao-lula,estadao,240,10,18,0,208,15,20,25,"politica.estadao.com.br___noticias_geral,ex-governador-de-sao-paulo-classifica-prisao-de-lula-como-equivocada,70002376467.txt"
1204,4,-5,prisao-lula,estadao,199,11,6,2,169,8,12,29,"politica.estadao.com.br___noticias_geral,fhc-afirma-que-justica-se-cumpriu-com-prisao-de-lula,70002264599.txt"
1205,7,1,impeachment-dilma,estadao,835,25,26,5,696,43,50,102,"politica.estadao.com.br___noticias_geral,g-8-do-impeachment-teve-reunioes-durante-um-ano,10000026435.txt"
1206,8,5,afastamento-aecio,estadao,153,1,6,1,130,5,13,13,"politica.estadao.com.br___noticias_geral,gabinete-de-aecio-pode-funcionar-com-normalidade-diz-stf,70001841378.txt"
1207,-3,5,impeachment-dilma,estadao,97,0,5,0,74,6,3,19,"politica.estadao.com.br___noticias_geral,governistas-querem-barrar-testemunhas-da-defesa-de-dilma-na-comissao-do-impeachment,10000054865.txt"
1208,1,3,impeachment-dilma,estadao,194,2,5,3,158,10,11,25,"politica.estadao.com.br___noticias_geral,governo-e-oposicao-pressionam-ministros-por-decisao-de-impeachment,10000021245.txt"
1209,-1,-5,soltura-lula,estadao,625,9,4,7,504,26,25,90,"politica.estadao.com.br___noticias_geral,governo-reage-a-lula-e-a-rodrigo-maia-e-busca-pacote-social,70003101508.txt"
1210,3,-4,prisao-lula,estadao,191,7,3,1,168,4,7,23,"politica.estadao.com.br___noticias_geral,imprensa-internacional-diz-que-stf-abre-porta-a-prisao-de-lula,70002255109.txt"
1211,4,-3,impeachment-dilma,estadao,81,5,2,1,67,6,10,6,"politica.estadao.com.br___noticias_geral,janaina-paschoal-chora-e-pede-desculpas-a-dilma-por-ter-causado-sofrimento,10000072903.txt"
1212,-13,7,impeachment-dilma,estadao,256,1,8,0,217,20,7,21,"politica.estadao.com.br___noticias_geral,janot-e-contra-pedido-para-anular-impeachment-por-atuacao-de-cunha,10000074371.txt"
1213,2,0,afastamento-aecio,estadao,138,1,1,1,119,5,7,10,"politica.estadao.com.br___noticias_geral,janot-pede-mais-60-dias-para-conclusao-de-investigacoes-contra-aecio,70001859237.txt"
1214,-17,-15,impeachment-dilma,estadao,220,18,3,5,183,30,13,20,"politica.estadao.com.br___noticias_geral,jean-wyllys-cospe-em-direcao-a-bolsonaro-apos-votar-contra-impeachment,10000026656.txt"
1215,-3,-6,prisao-lula,estadao,159,10,4,0,140,13,10,10,"politica.estadao.com.br___noticias_geral,jornalistas-sao-agredidos-por-manifestantes-pro-lula-em-sao-bernardo-e-brasilia,70002257033.txt"
1216,-5,-5,impeachment-dilma,estadao,449,17,12,5,370,30,25,58,"politica.estadao.com.br___noticias_geral,juristas-que-pedem-impeachment-falam-a-comissao-da-camara,10000023930.txt"
1217,-2,-4,reforma-trabalhista,estadao,310,4,0,2,246,14,12,44,"politica.estadao.com.br___noticias_geral,lider-do-governo-juca-assina-documento-de-apoio-a-renan,70001762444.txt"
1218,7,0,soltura-lula,estadao,531,18,18,6,420,37,44,72,"politica.estadao.com.br___noticias_geral,lideres-projetam-cenario-com-lula-em-liberdade,70003064317.txt"
1219,3,-2,prisao-lula,estadao,109,6,4,1,90,5,8,17,"politica.estadao.com.br___noticias_geral,luciano-huck-diz-que-prisao-de-lula-e-uma-pena-uma-tristeza,70002259186.txt"
1220,2,-6,prisao-lula,estadao,332,16,10,2,296,14,16,34,"politica.estadao.com.br___noticias_geral,lula-diz-que-nao-tem-medo-de-ser-preso-e-reage-a-odio-de-manifestantes,70002236499.txt"
1221,0,1,prisao-lula,estadao,123,5,6,0,109,6,6,13,"politica.estadao.com.br___noticias_geral,lula-esta-emocionado-com-cartas-e-apoio-diz-instituto,70002266194.txt"
1222,-7,-1,soltura-lula,estadao,221,9,8,1,184,16,9,30,"politica.estadao.com.br___noticias_geral,lula-esta-solto-mas-continua-com-todos-os-crimes-dele-nas-costas-diz-bolsonaro,70003082787.txt"
1223,1,-5,soltura-lula,estadao,184,8,3,1,145,11,12,28,"politica.estadao.com.br___noticias_geral,lula-estava-cetico-em-relacao-a-uma-eventual-soltura-diz-gleisi,70002653442.txt"
1224,0,-5,prisao-lula,estadao,142,6,1,0,133,6,6,4,"politica.estadao.com.br___noticias_geral,lula-nao-se-entrega-e-militantes-do-pt-encerram-ato-em-curitiba,70002258026.txt"
1225,7,-21,soltura-lula,estadao,1148,39,18,3,958,53,60,137,"politica.estadao.com.br___noticias_geral,manifestantes-cobram-pec-da-segunda-instancia-na-avenida-paulista,70003082741.txt"
1226,-4,0,prisao-lula,estadao,165,8,8,0,150,10,6,15,"politica.estadao.com.br___noticias_geral,manifestantes-jogam-tinta-vermelha-no-stf-e-pedem-liberdade-de-lula,70002413346.txt"
1227,6,0,prisao-lula,estadao,133,3,3,0,115,2,8,14,"politica.estadao.com.br___noticias_geral,manuela-davila-diz-que-prisao-de-lula-sera-denunciada-como-perseguicao-politica-na-america-latina,70002260181.txt"
1228,10,-10,reforma-trabalhista,estadao,399,11,1,1,314,19,29,50,"politica.estadao.com.br___noticias_geral,manuela-davila-diz-que-se-chegar-a-presidencia-vai-propor-revogacao-da-reforma-trabalhista,70002088558.txt"
1229,8,-5,impeachment-dilma,estadao,289,11,6,0,243,16,24,23,"politica.estadao.com.br___noticias_geral,marina-silva-defende-que-parlamentares-do-rede-votem-pelo-impeachment-de-dilma,10000025763.txt"
1230,19,21,reforma-trabalhista,estadao,1414,37,58,12,1124,93,112,192,"politica.estadao.com.br___noticias_geral,meu-principal-objetivo-e-combater-o-desemprego,70001779781.txt"
